smiles,molecule_type,chunk,heat_of_formation,dipole_x,dipole_y,dipole_z,dipole_moment,homo_ev,lumo_ev,gap_ev,spin_state,ionization_potential,cosmo_area,cosmo_volume,molecular_weight,point_group,filled_levels,total_energy_kcal_mol,total_energy_ev,computation_time,success,num_atoms,input_charge
C#CC1=CC=C(SC)C=C1,neutral,results_chunk_5_of_10,77.69219,-1.173,0.953,0.041,1.512,-8.361,-0.505,7.856000000000001,closed_shell,8.36122,190.72,190.65,148.2222,Cs,25,77.69219,3.36896643497,0.851,True,18,0
CN(C)\C=C\C#N,neutral,results_chunk_5_of_10,37.10702,-7.233,-0.635,-0.834,7.308,-8.864,0.068,8.932,closed_shell,8.863986,149.55,138.24,96.1316,C1,19,37.10702,1.60907170826,0.204,True,15,0
CN(C)C1=CC(=CC=C1)[N+](=O)[O-],neutral,results_chunk_5_of_10,17.89731,-5.825,2.493,1.869,6.606,-8.777,-1.038,7.738999999999999,closed_shell,8.777489,194.82,196.77,166.1792,C1,32,17.89731,0.77608105353,0.618,True,22,0
CN1C=NC=C1[N+](=O)[O-],neutral,results_chunk_5_of_10,30.8722,-4.441,-1.44,-0.137,4.671,-10.457,-1.185,9.272,closed_shell,10.456658,146.28,139.4,127.1024,Cs,24,30.8722,1.3387112086,0.144,True,14,0
CN(C)C1=CC=C(C=C1)[N+](=O)[O-],neutral,results_chunk_5_of_10,14.72312,-8.905,-0.39,0.279,8.918,-8.817,-0.775,8.042,closed_shell,8.817089,195.62,197.37,166.1792,Cs,32,14.72312,0.63843865256,0.541,True,22,0
ClC1=NC=CC=C1,neutral,results_chunk_5_of_10,24.39349,-1.575,3.314,0.423,3.693,-10.182,-0.697,9.485000000000001,closed_shell,10.181539,134.56,125.89,113.5463,Cs,18,24.39349,1.05777490687,0.1,True,11,0
CN(C)C(=O)C1=CC=C(C=C1)[N+](=O)[O-],neutral,results_chunk_5_of_10,-23.83095,-5.013,1.9,-2.255,5.816,-9.74,-1.551,8.189,closed_shell,9.73985,217.01,225.89,194.1896,C1,37,-23.83095,-1.03338148485,1.276,True,24,0
CNC1=CC=C(C=C1)[N+](=O)[O-],neutral,results_chunk_5_of_10,13.42657,8.599,1.241,1.159,8.765,-8.957,-0.774,8.183,closed_shell,8.957384,179.75,176.58,152.1524,Cs,29,13.42657,0.58221635491,0.562,True,19,0
FC(F)(F)C=1C=CN=CC1,neutral,results_chunk_5_of_10,-125.99527,0.735,0.116,0.035,0.745,-10.821,-1.109,9.712,closed_shell,10.821155,154.0,149.8,147.0995,Cs,27,-125.99527,-5.46353289301,0.133,True,14,0
FC(F)(F)C1=NC=CC=C1,neutral,results_chunk_5_of_10,-123.92112,-4.578,-1.094,-0.722,4.762,-10.924,-1.106,9.818,closed_shell,10.923786,154.65,149.49,147.0995,Cs,27,-123.92112,-5.37359152656,0.268,True,14,0
CN(C)C(=O)C1=CC(=CC=C1)[N+](=O)[O-],neutral,results_chunk_5_of_10,-23.68728,-3.038,-3.636,1.083,4.86,-9.625,-1.469,8.156,closed_shell,9.624863,217.27,225.98,194.1896,C1,37,-23.68728,-1.02715152264,1.65,True,24,0
FC(F)(F)C=1C=NC=CC1,neutral,results_chunk_5_of_10,-127.20884,2.536,-1.619,0.114,3.011,-10.96,-1.149,9.811,closed_shell,10.959651,153.05,149.3,147.0995,C1,27,-127.20884,-5.516156928919999,0.157,True,14,0
FC1=NC=CC=C1,neutral,results_chunk_5_of_10,-13.12777,0.807,3.474,0.121,3.568,-10.438,-0.636,9.802000000000001,closed_shell,10.437821,122.93,111.64,97.0917,Cs,18,-13.12777,-0.56925949051,0.067,True,11,0
FC(F)(F)CCN,neutral,results_chunk_5_of_10,-170.86073,-0.703,-1.25,1.726,2.244,-9.95,1.454,11.404,closed_shell,9.949836,128.26,119.94,113.0823,C1,22,-170.86073,-7.409033834989999,0.184,True,13,0
FC=1C=NC=CC1,neutral,results_chunk_5_of_10,-12.99042,1.534,1.523,0.068,2.162,-10.364,-0.629,9.735000000000001,closed_shell,10.364122,123.09,112.14,97.0917,Cs,18,-12.99042,-0.56330358246,0.058,True,11,0
FC(F)(F)CNC,neutral,results_chunk_5_of_10,-162.7616,-3.713,-2.278,-0.401,4.375,-9.749,1.661,11.41,closed_shell,9.749244,131.47,121.35,113.0823,C1,22,-162.7616,-7.0578312608,0.241,True,13,0
FCCN,neutral,results_chunk_5_of_10,-49.47804,2.193,0.442,0.179,2.244,-9.837,2.742,12.579,closed_shell,9.836598,99.47,82.22,63.0745,C1,13,-49.47804,-2.14551624852,0.128,True,10,0
N#CC=1C=CN=CC1,neutral,results_chunk_5_of_10,64.89996,-1.436,0.193,-0.139,1.456,-10.821,-1.246,9.575,closed_shell,10.820868,139.93,130.08,104.111,C2v,19,64.89996,2.81425696548,0.081,True,12,0
N#CCN(C)C,neutral,results_chunk_5_of_10,25.5892,-1.941,-0.073,-1.131,2.247,-9.575,0.93,10.504999999999999,closed_shell,9.574871,132.43,124.24,84.1206,Cs,17,25.5892,1.1096244796,0.12,True,14,0
N#CC1=CC=C(C=C1)N(C)C,neutral,results_chunk_5_of_10,51.78781,-7.336,0.462,0.728,7.387,-8.586,-0.378,8.208,closed_shell,8.586032,191.8,192.98,146.1914,Cs,28,51.78781,2.24567480503,0.453,True,21,0
N#CN=CN(C)C,neutral,results_chunk_5_of_10,49.15357,-6.722,4.152,1.224,7.996,-9.476,-0.295,9.181000000000001,closed_shell,9.475501,146.22,133.31,97.1194,C1,19,49.15357,2.13144625591,0.184,True,14,0
N(=C)C,neutral,results_chunk_5_of_10,16.10554,-0.041,-2.14,-0.115,2.143,-10.075,0.862,10.937,closed_shell,10.074707,87.1,69.03,43.0682,Cs,9,16.10554,0.6983845310200001,0.031,True,8,0
N12CC1C2,neutral,results_chunk_5_of_10,86.37748,0.226,-0.867,1.882,2.084,-10.774,1.254,12.027999999999999,closed_shell,10.773645,94.66,79.12,55.0792,Cs,11,86.37748,3.7455866652400003,0.036,True,9,0
N#CC1=CC=CC(=C1)N(C)C,neutral,results_chunk_5_of_10,53.61481,-4.912,-2.143,2.164,5.78,-8.604,-0.564,8.04,closed_shell,8.603528,191.99,193.22,146.1914,C1,28,53.61481,2.32489900603,0.581,True,21,0
N1(C)CCC1,neutral,results_chunk_5_of_10,13.88209,-0.156,0.722,-1.805,1.95,-9.026,2.654,11.68,closed_shell,9.026216,119.19,106.92,71.1218,Cs,15,13.88209,0.60196906867,0.122,True,14,0
N1=CC=CN1,neutral,results_chunk_5_of_10,44.78843,-1.789,1.611,0.083,2.409,-10.01,0.492,10.501999999999999,closed_shell,10.009559,99.97,85.07,68.078,Cs,13,44.78843,1.94216069009,0.035,True,9,0
N1=CC=2C=CC=CC2N1,neutral,results_chunk_5_of_10,63.06774,1.774,0.975,-0.102,2.027,-9.039,-0.441,8.597999999999999,closed_shell,9.039056,147.99,141.88,118.1378,Cs,22,63.06774,2.73480640962,0.127,True,15,0
N1=C2C=CC=CC2=NN1C,neutral,results_chunk_5_of_10,86.2392,-1.034,-0.068,-0.004,1.036,-9.254,-0.722,8.532,closed_shell,9.254448,165.24,158.62,133.1524,Cs,25,86.2392,3.7395904295999998,0.201,True,17,0
N1=NNC=C1,neutral,results_chunk_5_of_10,59.43162,-1.601,4.195,-1.149,4.635,-10.57,-0.12,10.450000000000001,closed_shell,10.570307,96.23,80.83,69.0658,Cs,13,59.43162,2.57713333806,0.031,True,8,0
N1=COC=2C=CC=CC12,neutral,results_chunk_5_of_10,17.99049,-1.511,-0.795,-0.294,1.732,-9.717,-0.678,9.039,closed_shell,9.717463,144.29,137.97,119.1226,Cs,22,17.99049,0.78012161787,0.134,True,14,0
N=CC,neutral,results_chunk_5_of_10,12.37432,-0.573,-1.283,-1.95,2.403,-10.165,0.888,11.052999999999999,closed_shell,10.165413,85.9,67.63,43.0682,Cs,9,12.37432,0.53658763816,0.035,True,8,0
N=1C=NC=CC1,neutral,results_chunk_5_of_10,40.20257,-2.406,0.231,0.137,2.421,-10.386,-0.716,9.67,closed_shell,10.385594,111.5,98.95,80.089,Cs,15,40.20257,1.74330404291,0.046,True,10,0
NC,neutral,results_chunk_5_of_10,-3.43609,-0.394,-0.666,-1.86,2.015,-9.482,3.572,13.053999999999998,closed_shell,9.482027,70.58,51.66,31.0572,Cs,7,-3.43609,-0.14899917067,0.018,True,7,0
ClC1=CC(=CC=C1OC)C(=C)C(C)(C)C,neutral,results_chunk_5_of_10,-35.85284,0.309,2.689,-1.401,3.048,-8.953,-0.157,8.796,closed_shell,8.953244,255.95,287.29,224.7297,C1,41,-35.85284,-1.55468670092,2.007,True,32,0
NC1=CC=C(C=C1)C,neutral,results_chunk_5_of_10,12.32062,0.786,-0.868,0.77,1.401,-8.253,0.364,8.617,closed_shell,8.25303,152.67,145.65,107.1548,Cs,21,12.32062,0.53425904506,0.195,True,17,0
NC1=CC=CC(=C1)C,neutral,results_chunk_5_of_10,11.16049,0.886,-0.544,-1.278,1.647,-8.378,0.457,8.835,closed_shell,8.378209,152.28,145.2,107.1548,C1,21,11.16049,0.48395232787,0.181,True,17,0
FC(F)(F)C1=CC(=CC(=C1)C(F)(F)F)N(C)C,neutral,results_chunk_5_of_10,-296.59803,5.546,-0.955,1.218,5.758,-9.005,-1.065,7.940000000000001,closed_shell,9.00524,244.51,258.84,257.1782,Cs,48,-296.59803,-12.861380374889999,1.889,True,26,0
NC=1C=CC=CC1,neutral,results_chunk_5_of_10,21.21779,1.718,-0.127,0.381,1.764,-8.458,0.334,8.792,closed_shell,8.457519,133.1,123.17,93.128,Cs,18,21.21779,0.92006702777,0.118,True,14,0
NNC,neutral,results_chunk_5_of_10,14.42603,-0.63,-0.134,-0.144,0.66,-8.743,2.66,11.403,closed_shell,8.742513,87.67,69.23,46.0718,C1,10,14.42603,0.62555593889,0.065,True,9,0
NC=1C(=CC=CC1C)C,neutral,results_chunk_5_of_10,5.12672,0.882,-1.619,-0.886,2.045,-8.244,0.487,8.731,closed_shell,8.244286,166.38,165.45,121.1816,Cs,24,5.12672,0.22230995935999998,0.394,True,20,0
NC1=CC=CC(=C1)CC,neutral,results_chunk_5_of_10,6.52998,0.633,-1.129,0.753,1.498,-8.373,0.451,8.824,closed_shell,8.372762,170.12,167.33,121.1816,C1,24,6.52998,0.28315952274,0.409,True,20,0
NC=1C=CC=CC1N,neutral,results_chunk_5_of_10,23.19838,-0.874,-0.316,0.059,0.931,-8.167,0.274,8.440999999999999,closed_shell,8.167097,145.37,138.48,108.1426,C2,21,23.19838,1.00595135194,0.181,True,16,0
NC=1C=CC=CC1C,neutral,results_chunk_5_of_10,13.13695,-1.962,0.079,0.242,1.979,-8.341,0.406,8.747,closed_shell,8.34115,150.21,144.91,107.1548,C1,21,13.13695,0.56965756285,0.26,True,17,0
O(C(=C)C)C,neutral,results_chunk_5_of_10,-35.96637,1.054,-1.507,2.018,2.73,-9.063,1.391,10.454,closed_shell,9.063118,120.46,106.87,72.1066,Cs,15,-35.96637,-1.55960970231,0.178,True,13,0
O(C)CCCOC,neutral,results_chunk_5_of_10,-90.67272,-1.182,1.44,-0.782,2.021,-9.744,2.38,12.123999999999999,closed_shell,9.743901,159.69,146.43,104.1486,C1,22,-90.67272,-3.9318411573599996,0.299,True,19,0
O(C1=CC=C(N)C=C1)C,neutral,results_chunk_5_of_10,-16.30077,0.595,1.44,1.124,1.922,-8.052,0.17,8.222,closed_shell,8.051617,162.84,156.63,123.1542,C1,24,-16.30077,-0.70685028951,0.362,True,18,0
O(C(C)(C)C)C(C)(C)C,neutral,results_chunk_5_of_10,-88.54436,0.029,0.14,1.276,1.284,-9.67,2.605,12.275,closed_shell,9.670325,185.49,201.9,130.2296,C2,28,-88.54436,-3.8395490826799996,0.568,True,27,0
N12CCCCC(CCCC1)CCCC2,neutral,results_chunk_5_of_10,-3.68221,-0.014,-1.215,0.925,1.528,-8.019,3.04,11.059000000000001,closed_shell,8.018751,222.72,268.79,195.3472,C1,41,-3.68221,-0.15967167223,1.421,True,39,0
O(P1OCCO1)C,neutral,results_chunk_5_of_10,-170.73942,-1.045,0.102,-1.734,2.027,-9.514,-0.827,8.687,closed_shell,9.514266,142.22,131.16,122.0603,Cs,21,-170.73942,-7.40377346946,0.613,True,14,0
O1P2OCC(C)(C1)CO2,neutral,results_chunk_5_of_10,-176.78669,-5.339,0.73,0.177,5.391,-10.171,-0.613,9.558,closed_shell,10.17086,154.05,159.26,148.0981,C3v,26,-176.78669,-7.66600123847,0.252,True,18,0
O1P2OC3CC1CC(O2)C3,neutral,results_chunk_5_of_10,-181.38501,-0.107,-1.851,-4.933,5.27,-10.154,-0.637,9.517,closed_shell,10.153956,154.37,161.79,160.1091,C3v,28,-181.38501,-7.8653981886299995,0.328,True,19,0
O=C(C)CCC(=O)C,neutral,results_chunk_5_of_10,-102.10736,-0.0,0.0,-0.0,0.0,-10.237,0.778,11.015,closed_shell,10.236807,162.4,153.62,114.1438,C2h,23,-102.10736,-4.42768145168,0.189,True,18,0
O1C=C(C=C1C)C,neutral,results_chunk_5_of_10,-25.42053,-0.345,0.509,0.262,0.669,-8.935,0.741,9.676,closed_shell,8.935171,139.81,128.09,96.1286,Cs,19,-25.42053,-1.1023104423899999,0.668,True,15,0
O=C(C1=CC=C(O)C=C1)C,neutral,results_chunk_5_of_10,-65.6573,2.693,-3.304,0.845,4.346,-9.569,-0.525,9.044,closed_shell,9.568786,169.61,166.59,136.15,Cs,26,-65.6573,-2.8470974999000003,0.229,True,18,0
O1C(=CC=C1C(C)(C)C)C(C)(C)C,neutral,results_chunk_5_of_10,-60.03672,0.055,-0.694,-0.394,0.8,-8.689,0.899,9.588000000000001,closed_shell,8.688581,234.85,263.66,180.2894,C2v,37,-60.03672,-2.60337228936,1.038,True,33,0
O=C(C1=CC=C(C=C1)C(C)(C)C)C,neutral,results_chunk_5_of_10,-44.73,-2.277,-3.017,0.064,3.781,-9.713,-0.421,9.292,closed_shell,9.712869,224.49,240.97,176.2578,Cs,35,-44.73,-1.9396269899999998,0.621,True,29,0
O=C(C1=CC=C(OC)C=C1)C,neutral,results_chunk_5_of_10,-60.79717,3.295,3.617,0.117,4.894,-9.311,-0.398,8.913,closed_shell,9.311312,188.46,187.58,150.1768,Cs,29,-60.79717,-2.63634768271,0.286,True,21,0
O=C(C1=CC=C(C=C1C)C)C,neutral,results_chunk_5_of_10,-39.46285,1.714,-1.633,1.935,3.058,-9.494,-0.223,9.270999999999999,closed_shell,9.493888,193.35,196.64,148.2042,C1,29,-39.46285,-1.7112275645500001,0.617,True,23,0
O(C1=CC=C(C=C1)C(=C)C(C)(C)C)C,neutral,results_chunk_5_of_10,-27.92489,0.466,-0.369,1.387,1.51,-8.803,0.213,9.016,closed_shell,8.803289,238.83,265.36,190.2846,C1,38,-27.92489,-1.21090700507,1.905,True,32,0
O=C(C1=CC=C(OC)C(Cl)=C1)C,neutral,results_chunk_5_of_10,-67.65658,-2.391,2.352,4.855,5.901,-9.381,-0.689,8.692,closed_shell,9.380907,206.13,209.58,184.6219,Cs,32,-67.65658,-2.9337922785400004,0.692,True,21,0
O=C(C1CC1)C2CC2,neutral,results_chunk_5_of_10,-4.34387,0.163,1.585,-2.062,2.606,-10.146,0.534,10.680000000000001,closed_shell,10.145936,159.45,152.05,110.1554,C2,22,-4.34387,-0.18836323481,0.616,True,18,0
O=C(C1=CC=C(SC)C=C1)C,neutral,results_chunk_5_of_10,-21.62569,-2.243,3.786,-0.44,4.422,-8.573,-0.716,7.857,closed_shell,8.572719,200.81,204.74,166.2374,C1,29,-21.62569,-0.93775479547,1.18,True,21,0
O=C(N)C(=C)C,neutral,results_chunk_5_of_10,-39.61522,0.034,3.011,-2.179,3.716,-10.359,0.276,10.635,closed_shell,10.358782,127.82,115.9,85.1054,C1,17,-39.61522,-1.71783478486,0.167,True,13,0
O=C(N)C(C)(C)C,neutral,results_chunk_5_of_10,-71.4794,0.206,-3.91,0.147,3.918,-10.181,1.454,11.635,closed_shell,10.180738,144.89,143.59,101.148,Cs,21,-71.4794,-3.0995612221999997,0.198,True,18,0
O=C(C1=CC=C(SC)C(Cl)=C1)C,neutral,results_chunk_5_of_10,-29.68991,-0.468,1.08,3.348,3.549,-8.755,-1.155,7.6000000000000005,closed_shell,8.754606,214.33,225.21,200.6825,C1,32,-29.68991,-1.28744356733,1.65,True,21,0
O=C(C=1C=CC=CC1)C=2C=CC=CC2,neutral,results_chunk_5_of_10,15.34258,-0.15,1.894,2.473,3.118,-10.046,-0.676,9.37,closed_shell,10.045945,216.32,226.96,182.2214,C2,34,15.34258,0.66530029654,0.913,True,24,0
O=C(N)C1=CC=C(C=C1)C,neutral,results_chunk_5_of_10,-30.48138,-2.534,3.575,0.377,4.399,-9.79,-0.298,9.491999999999999,closed_shell,9.790078,174.09,171.08,135.1652,C1,26,-30.48138,-1.32176408094,0.704,True,19,0
O=C(N)C1=CC=C(OC)C=C1,neutral,results_chunk_5_of_10,-61.27358,-2.487,-2.898,-0.6,3.866,-9.342,-0.261,9.081000000000001,closed_shell,9.341632,184.74,182.5,151.1646,C1,29,-61.27358,-2.65700624954,0.561,True,20,0
O=C(N)C1=CC=CC(=C1)C,neutral,results_chunk_5_of_10,-30.20874,-2.906,-2.654,-2.009,4.419,-9.762,-0.315,9.447000000000001,closed_shell,9.761932,174.49,171.36,135.1652,C1,26,-30.20874,-1.30994159262,0.348,True,19,0
O=C(N)C=1C=CC=C(N)C1,neutral,results_chunk_5_of_10,-22.05697,-2.7,-2.129,-3.04,4.59,-8.767,-0.259,8.508,closed_shell,8.767288,169.75,165.16,136.153,C1,26,-22.05697,-0.9564563901099999,0.392,True,18,0
O=C(N)C=1C=CC=CC1,neutral,results_chunk_5_of_10,-20.37485,-1.095,2.634,2.763,3.971,-10.145,-0.407,9.738,closed_shell,10.144907,155.55,149.46,121.1384,C1,23,-20.37485,-0.88351462055,0.233,True,16,0
O=C(N)C=1C=CC=C(OC)C1,neutral,results_chunk_5_of_10,-59.99449,-3.543,1.981,2.523,4.78,-9.283,-0.419,8.863999999999999,closed_shell,9.283055,184.49,182.31,151.1646,C1,29,-59.99449,-2.6015410698699997,0.574,True,20,0
O=C(NC)C,neutral,results_chunk_5_of_10,-56.19435,-0.021,3.109,2.307,3.871,-9.665,1.497,11.161999999999999,closed_shell,9.664535,115.64,99.53,73.0944,Cs,15,-56.19435,-2.43675559905,0.185,True,12,0
O=C(O)C(N)C,neutral,results_chunk_5_of_10,-99.06463,0.597,0.919,-0.578,1.239,-9.973,0.689,10.662,closed_shell,9.972923,123.48,111.94,89.0938,C1,18,-99.06463,-4.29573955069,0.143,True,13,0
O=C(NCC)C,neutral,results_chunk_5_of_10,-63.28066,-0.438,-2.226,-3.145,3.878,-9.675,1.483,11.158000000000001,closed_shell,9.674517,135.38,121.84,87.1212,C1,18,-63.28066,-2.7440392595799996,0.292,True,15,0
O=C(O)CN,neutral,results_chunk_5_of_10,-92.61407,-0.012,1.026,0.985,1.422,-10.008,0.614,10.622,closed_shell,10.008336,105.43,89.24,75.067,Cs,15,-92.61407,-4.01602391741,0.093,True,10,0
O=C(O)C=1C=CC=CC1N,neutral,results_chunk_5_of_10,-71.20236,-0.762,3.235,1.258,3.554,-8.793,-0.48,8.312999999999999,closed_shell,8.79278,160.87,156.91,137.1378,C1,26,-71.20236,-3.08754793668,0.304,True,17,0
O=C(C12CC3CC(CC(C3)C1)C2)C45CC6CC(CC(C6)C4)C5,neutral,results_chunk_5_of_10,-84.79403,-0.037,2.789,-0.138,2.792,-9.336,1.034,10.370000000000001,closed_shell,9.335573,294.04,373.84,298.4674,C2,60,-84.79403,-3.67692352289,4.235,True,52,0
O=C(OC)C1=CC=C(N)C=C1,neutral,results_chunk_5_of_10,-64.79422,-3.609,2.088,-1.0,4.288,-8.79,-0.235,8.555,closed_shell,8.790012,184.42,180.94,151.1646,Cs,29,-64.79422,-2.80967176186,0.448,True,20,0
O=C(OC)CNC(=O)C,neutral,results_chunk_5_of_10,-138.72413,0.709,-0.465,2.181,2.34,-9.99,0.751,10.741,closed_shell,9.989545,169.69,159.29,131.131,C1,26,-138.72413,-6.01549444919,0.527,True,18,0
O=C(OCC)C1=NNC(=C1)C,neutral,results_chunk_5_of_10,-51.83234,-3.703,-1.14,-0.369,3.893,-9.978,-0.02,9.958,closed_shell,9.978177,192.71,186.47,154.1682,C1,30,-51.83234,-2.24760575942,0.609,True,21,0
NC1=CC=C(C=C1)CCCCCCCC,neutral,results_chunk_5_of_10,-22.2732,-0.562,1.126,0.426,1.329,-8.251,0.388,8.639,closed_shell,8.251212,275.44,302.14,205.3424,C1,42,-22.2732,-0.9658327715999999,6.358,True,38,0
O=C(OCC)C=1C=NNC1,neutral,results_chunk_5_of_10,-47.59046,0.261,0.746,-4.119,4.194,-10.397,-0.243,10.154,closed_shell,10.396806,172.29,165.36,140.1414,C1,27,-47.59046,-2.0636651169799998,0.452,True,18,0
O=C(OCC)N(C)C,neutral,results_chunk_5_of_10,-101.08649,-1.481,1.992,-0.746,2.592,-9.509,1.188,10.697000000000001,closed_shell,9.509257,160.89,154.13,117.1474,C1,24,-101.08649,-4.3834134658699995,0.362,True,19,0
O=C(OCC)C1=NNC(=C1)C(=O)OCC,neutral,results_chunk_5_of_10,-130.74875,2.897,0.87,1.453,3.356,-10.668,-0.733,9.934999999999999,closed_shell,10.668135,246.33,245.42,212.2048,C1,41,-130.74875,-5.6696580462499995,1.584,True,27,0
O=C(OCC)NC,neutral,results_chunk_5_of_10,-99.9862,0.151,-0.39,-2.395,2.432,-9.793,1.092,10.885,closed_shell,9.792701,146.83,131.36,103.1206,Cs,21,-99.9862,-4.335701590599999,0.341,True,16,0
O=C(OCC)C1=NNC(=C1)C=2C=CC=CC2,neutral,results_chunk_5_of_10,-18.62681,3.216,-1.181,-1.368,3.689,-9.597,-0.611,8.985999999999999,closed_shell,9.597466,251.73,257.68,216.239,C1,41,-18.62681,-0.8077143620299999,1.588,True,28,0
O=C1CC(=O)CCC1,neutral,results_chunk_5_of_10,-89.72677,1.597,-0.321,-3.181,3.574,-10.444,0.46,10.904000000000002,closed_shell,10.443515,143.08,137.38,112.128,Cs,22,-89.72677,-3.89082192751,0.19,True,16,0
O=C1N(C)CC1,neutral,results_chunk_5_of_10,-22.41031,0.491,-3.507,-1.369,3.797,-9.485,1.018,10.503,closed_shell,9.485,124.49,111.64,85.1054,C1,17,-22.41031,-0.9717782725299999,0.14,True,13,0
O=C1NC=C(C(=O)N1)C,neutral,results_chunk_5_of_10,-82.5071,1.681,3.726,1.666,4.414,-9.717,-0.588,9.129000000000001,closed_shell,9.716937,148.73,141.63,126.1146,Cs,24,-82.5071,-3.5777553772999995,0.155,True,15,0
O=C1C=C(C)CC(C)(C)C1,neutral,results_chunk_5_of_10,-57.69307,0.452,-4.702,1.368,4.918,-9.783,0.043,9.825999999999999,closed_shell,9.782596,183.24,193.89,138.209,C1,28,-57.69307,-2.50174459441,0.71,True,24,0
O=CN(C)C,neutral,results_chunk_5_of_10,-43.87261,1.189,4.093,0.691,4.318,-9.337,1.311,10.648,closed_shell,9.336514,115.19,101.39,73.0944,C1,15,-43.87261,-1.90244798743,0.107,True,12,0
O=CC1=CC=C(OC)C=C1,neutral,results_chunk_5_of_10,-47.35438,-3.714,2.956,0.795,4.813,-9.37,-0.517,8.853,closed_shell,9.369653,171.41,168.0,136.15,Cs,26,-47.35438,-2.05342797994,0.278,True,18,0
O=S(C)C,neutral,results_chunk_5_of_10,-37.59362,0.721,-4.553,-0.019,4.61,-8.62,1.33,9.95,closed_shell,8.619987,110.47,97.25,78.1288,Cs,13,-37.59362,-1.63017214406,0.116,True,10,0
O=P(OC)OC,neutral,results_chunk_5_of_10,-178.41076,-1.951,-0.407,-3.15,3.728,-10.134,0.172,10.306000000000001,closed_shell,10.133885,134.11,122.98,110.0493,C1,19,-178.41076,-7.73642578588,0.324,True,13,0
OC1=CC=CC(N)=C1,neutral,results_chunk_5_of_10,-25.45634,1.007,0.92,-0.312,1.399,-8.537,0.365,8.902000000000001,closed_shell,8.536883,143.11,134.4,109.1274,C1,21,-25.45634,-1.10386327142,0.134,True,15,0
O=P(OC)(OC)OC,neutral,results_chunk_5_of_10,-231.53588,0.148,0.111,-1.043,1.059,-9.788,-0.193,9.595,closed_shell,9.78754,164.35,155.2,140.0755,C3,25,-231.53588,-10.04009036444,0.556,True,17,0
OC=1C=CC=CC1N,neutral,results_chunk_5_of_10,-20.93161,0.432,-0.452,1.032,1.207,-8.267,0.177,8.443999999999999,closed_shell,8.266728,142.16,133.81,109.1274,C1,21,-20.93161,-0.90765740443,0.148,True,15,0
S(C(=C)C)C,neutral,results_chunk_5_of_10,2.50475,-0.275,-1.708,1.536,2.314,-8.364,0.178,8.542000000000002,closed_shell,8.364209,132.95,124.0,88.1672,Cs,15,2.50475,0.10861347425,0.343,True,13,0
S=C(N)C,neutral,results_chunk_5_of_10,6.10176,2.016,-4.918,0.809,5.376,-8.53,-0.423,8.107,closed_shell,8.530042,110.56,96.69,75.1282,Cs,12,6.10176,0.26459061887999996,0.061,True,9,0
S=C(N)N,neutral,results_chunk_5_of_10,8.50101,0.8,-6.122,-0.241,6.179,-8.545,-0.042,8.503,closed_shell,8.54522,105.75,90.55,76.116,C2v,12,8.50101,0.36862929663000005,0.062,True,8,0
S(C(C)(C)C)C(C)(C)C,neutral,results_chunk_5_of_10,-46.22125,0.088,0.196,2.242,2.252,-8.296,0.515,8.811,closed_shell,8.295552,193.38,214.68,146.2902,C2,28,-46.22125,-2.00429206375,0.781,True,27,0
S(C1=CC=CC(N)=C1)C,neutral,results_chunk_5_of_10,19.01288,-1.778,-2.626,-0.483,3.208,-8.194,0.08,8.274000000000001,closed_shell,8.193687,174.63,172.95,139.2148,C1,24,19.01288,0.82445551544,0.741,True,18,0
S=C(OC)N(C)C,neutral,results_chunk_5_of_10,-29.10531,-2.756,3.616,2.263,5.079,-8.454,0.075,8.529,closed_shell,8.453901,155.64,150.13,119.1812,C1,21,-29.10531,-1.2620935575299999,0.518,True,16,0
S=C(C(C)(C)C)C(C)(C)C,neutral,results_chunk_5_of_10,-12.97968,-0.141,1.123,-2.899,3.112,-8.376,-0.839,7.536999999999999,closed_shell,8.376195,197.1,225.88,158.3012,C2,30,-12.97968,-0.56283786384,1.062,True,28,0
S=C1CC2CCC1(C)C2(C)C,neutral,results_chunk_5_of_10,4.58038,-2.761,0.158,-1.808,3.304,-8.496,-0.803,7.6930000000000005,closed_shell,8.496389,196.0,225.9,168.2964,C1,31,4.58038,0.19861901794,1.028,True,27,0
S=P(OC)(OC)OC,neutral,results_chunk_5_of_10,-180.43976,0.386,1.432,-0.632,1.612,-8.884,-0.346,8.538,closed_shell,8.883656,177.23,175.14,156.1361,C3,25,-180.43976,-7.82440931288,1.334,True,17,0
S(C1=CC=C(C=C1)C(=C)C(C)(C)C)C,neutral,results_chunk_5_of_10,10.00986,-0.608,-0.917,1.28,1.688,-8.236,-0.002,8.234,closed_shell,8.2364,251.63,282.36,206.3452,C1,38,10.00986,0.43405755918,2.783,True,32,0
C1=CC=[N+](C=C1)[O-],neutral,results_chunk_6_of_10,23.95365,-3.66,0.759,-0.097,3.739,-9.141,-0.681,8.46,closed_shell,9.14148,125.31,114.15,95.1006,C2v,18,23.95365,1.03870212495,0.069,True,12,0
BrC=1C=NC=CC1,neutral,results_chunk_6_of_10,36.62149,-1.292,1.725,0.096,2.157,-9.887,-0.687,9.200000000000001,closed_shell,9.887449,140.16,133.36,157.9973,Cs,18,36.62149,1.58801767087,0.105,True,11,0
