smiles,molecule_type,chunk,heat_of_formation,dipole_x,dipole_y,dipole_z,dipole_moment,homo_ev,lumo_ev,gap_ev,spin_state,ionization_potential,cosmo_area,cosmo_volume,molecular_weight,point_group,filled_levels,total_energy_kcal_mol,total_energy_ev,computation_time,success,num_atoms,input_charge
N1=COC=C1,neutral,results_chunk_4_of_10,0.37689,-0.507,1.892,-0.028,1.959,-10.23,-0.076,10.154,closed_shell,10.229621,96.71,82.01,69.0628,Cs,13,0.37689,0.01634308107,0.029,True,8,0
N=1C=CN=CC1,neutral,results_chunk_4_of_10,44.34402,-0.0,0.0,0.0,0.0,-10.241,-0.803,9.437999999999999,closed_shell,10.241352,111.49,98.9,80.089,C2h,15,44.34402,1.92288973926,0.036,True,10,0
O(C=C)C,neutral,results_chunk_4_of_10,-25.9316,-0.904,1.185,1.495,2.111,-9.344,1.209,10.552999999999999,closed_shell,9.343618,103.57,85.68,58.0798,Cs,12,-25.9316,-1.1244719708,0.064,True,10,0
O(C=C)CC,neutral,results_chunk_4_of_10,-35.77429,-0.674,0.348,-0.729,1.052,-9.407,1.232,10.639,closed_shell,9.407351,121.48,106.26,72.1066,Cs,15,-35.77429,-1.55128053727,0.113,True,13,0
O(C)CCOC,neutral,results_chunk_4_of_10,-84.85837,0.066,0.538,0.023,0.543,-9.935,2.069,12.004000000000001,closed_shell,9.934505,141.05,124.76,90.1218,C2,19,-84.85837,-3.6797134983099995,0.335,True,16,0
O(C(C)C)C(C)(C)C,neutral,results_chunk_4_of_10,-83.70865,-0.258,1.188,-0.557,1.337,-9.672,2.654,12.326,closed_shell,9.67244,174.37,181.13,116.2028,Cs,25,-83.70865,-3.62985818995,0.417,True,24,0
N#CN1CCCCC1,neutral,results_chunk_4_of_10,24.20599,-3.729,1.136,3.25,5.075,-9.751,1.278,11.029,closed_shell,9.750554,151.35,151.01,110.1584,C1,22,24.20599,1.0496443443699999,0.535,True,18,0
O1C(=CC=C1C)C,neutral,results_chunk_4_of_10,-26.90463,0.043,-0.745,0.217,0.777,-8.768,0.803,9.571000000000002,closed_shell,8.767976,140.35,127.91,96.1286,C2v,19,-26.90463,-1.16666547069,0.125,True,15,0
O1C=C(C(=C1)C)C,neutral,results_chunk_4_of_10,-23.42506,0.056,-1.259,0.403,1.323,-9.144,0.659,9.803,closed_shell,9.143508,138.35,130.19,96.1286,C2v,19,-23.42506,-1.0157808767799998,0.125,True,15,0
ClC1=CC(C#C)=CC=C1SC,neutral,results_chunk_4_of_10,68.97016,1.096,1.169,-1.234,2.022,-8.604,-0.961,7.642999999999999,closed_shell,8.60351,205.19,211.69,182.6673,C1,28,68.97016,2.99075304808,1.28,True,18,0
O1C=C(C)CC1,neutral,results_chunk_4_of_10,-33.98597,0.805,-1.18,0.814,1.644,-8.692,1.232,9.924,closed_shell,8.691879,126.21,114.78,84.1176,Cs,17,-33.98597,-1.47373361711,0.118,True,14,0
O1C=CC=C1C,neutral,results_chunk_4_of_10,-16.35097,-0.876,-0.029,0.071,0.879,-9.134,0.629,9.763,closed_shell,9.133579,120.67,107.37,82.1018,Cs,16,-16.35097,-0.70902711211,0.078,True,12,0
O1C=CCC1,neutral,results_chunk_4_of_10,-25.09234,-0.936,0.655,-0.137,1.151,-9.043,1.106,10.149,closed_shell,9.043424,106.24,92.28,70.0908,Cs,14,-25.09234,-1.08807913942,0.07,True,11,0
O1C=2C=CC=CC2C=C1C,neutral,results_chunk_4_of_10,-1.40167,-1.153,-0.232,-0.017,1.176,-8.903,-0.181,8.722000000000001,closed_shell,8.902973,168.31,163.47,132.1616,Cs,25,-1.40167,-0.06078061621,0.237,True,18,0
O1C=CCCC1,neutral,results_chunk_4_of_10,-34.54378,-0.967,-0.236,0.813,1.285,-9.004,1.277,10.280999999999999,closed_shell,9.003788,121.74,111.81,84.1176,C1,17,-34.54378,-1.49792193214,0.12,True,14,0
O1P2OCC(C1)CO2,neutral,results_chunk_4_of_10,-168.95018,-0.423,1.524,-4.775,5.03,-10.235,-0.643,9.591999999999999,closed_shell,10.235101,136.94,134.83,134.0713,C3v,23,-168.95018,-7.326186655339999,0.188,True,15,0
O(C)C1C2CC3CC(C2)CC1C3,neutral,results_chunk_4_of_10,-65.78061,0.095,0.62,1.178,1.334,-9.515,2.58,12.095,closed_shell,9.514946,193.73,216.33,166.2626,C1,34,-65.78061,-2.85244459143,0.934,True,30,0
