neutral_smiles,smiles,protonation_site_index,protonation_site_element,molecule_type,chunk,heat_of_formation,dipole_x,dipole_y,dipole_z,dipole_moment,alpha_somo_ev,alpha_lumo_ev,beta_somo_ev,beta_lumo_ev,homo_ev,lumo_ev,gap_ev,spin_state,ionization_potential,cosmo_area,cosmo_volume,molecular_weight,point_group,charge,alpha_electrons,beta_electrons,unpaired_electrons,multiplicity,total_energy_kcal_mol,total_energy_ev,computation_time,success,num_atoms,input_charge,site_index,site_element,parent_neutral
O=C1CCC(=O)CC1,[H][O+]=C1C([H])([H])C([H])([H])C(=O)C([H])([H])C1([H])[H],0,O,protonated,results_chunk_2_of_10,90.63612,7.641,0.93,0.192,7.699,-14.227,-6.481,-14.227,-6.481,-14.227,-6.481,7.746,open_shell,14.227151,147.0,141.09,113.1359,C1,1,22,22,0,1,90.63612,3.9302540715600003,0.339,True,17,1,0,O,O=C1CCC(=O)CC1
O=C1CCCC1,[H][O+]=C1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0,O,protonated,results_chunk_2_of_10,121.12714,2.008,2.019,0.18,2.853,-15.939,-6.178,-15.939,-6.178,-15.939,-6.178,9.761,open_shell,15.93906,127.49,116.21,85.1255,C1,1,17,17,0,1,121.12714,5.2524361718199994,0.232,True,15,1,0,O,O=C1CCCC1
O=C1OCCO1,[H][O+]1C(=O)OC([H])([H])C1([H])[H],2,O,protonated,results_chunk_2_of_10,77.17111,-1.584,0.057,0.37,1.628,-16.373,-6.298,-16.373,-6.298,-16.373,-6.298,10.075000000000001,open_shell,16.37294,115.21,101.18,89.0707,C1,1,17,17,0,1,77.17111,3.34637084293,0.168,True,11,1,2,O,O=C1OCCO1
O=CC(=C)C,[H][O+]=C([H])C(=C([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,152.47329,2.733,0.036,0.665,2.813,-15.752,-6.941,-15.752,-6.941,-15.752,-6.941,8.811,open_shell,15.752345,117.68,103.3,71.0987,Cs,1,14,14,0,1,152.47329,6.611699274269999,0.138,True,12,1,0,O,O=CC(=C)C
O=C(SC)C,[H][S+](C(=O)C([H])([H])[H])C([H])([H])[H],2,S,protonated,results_chunk_2_of_10,121.47159,-0.889,2.23,-1.739,2.964,-14.99,-6.305,-14.99,-6.305,-14.99,-6.305,8.685,open_shell,14.990168,126.77,114.3,91.1477,C1,1,15,15,0,1,121.47159,5.26737255717,0.612,True,12,1,2,S,O=C(SC)C
O=CN,[H][O+]=C([H])N([H])[H],0,O,protonated,results_chunk_2_of_10,127.89967,2.853,0.496,0.779,2.999,-17.876,-6.202,-17.876,-6.202,-17.876,-6.202,11.674000000000001,open_shell,17.875636,78.6,59.53,46.0487,Cs,1,9,9,0,1,127.89967,5.5461133902099995,0.034,True,7,1,0,O,O=CN
O=C(OC)C1=CC=C(C=C1)S(=O)(=O)C,[H][O+]=S(=O)(c1c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c1[H])C([H])([H])[H],11,O,protonated,results_chunk_2_of_10,9.44666,8.411,4.138,-0.429,9.384,-13.885,-5.105,-13.885,-5.105,-13.885,-5.105,8.78,open_shell,13.884586,229.62,236.96,215.2435,C1,1,38,38,0,1,9.44666,0.40963551758,2.681,True,25,1,11,O,O=C(OC)C1=CC=C(C=C1)S(=O)(=O)C
O=CN,[H]C(=O)[N+]([H])([H])[H],2,N,protonated,results_chunk_2_of_10,134.29341,-4.346,2.69,1.521,5.333,-17.585,-5.773,-17.585,-5.773,-17.585,-5.773,11.812000000000001,open_shell,17.585466,79.66,60.74,46.0487,C1,1,9,9,0,1,134.29341,5.82336513783,0.071,True,7,1,2,N,O=CN
O=CC=1C=CC=C(F)C1,[H][O+]=C([H])c1c([H])c([H])c([H])c(F)c1[H],0,O,protonated,results_chunk_2_of_10,125.08972,7.096,-3.91,-1.092,8.175,-14.518,-6.878,-14.518,-6.878,-14.518,-6.878,7.640000000000001,open_shell,14.517782,153.14,146.27,125.1222,Cs,1,23,23,0,1,125.08972,5.424265528359999,0.252,True,15,1,0,O,O=CC=1C=CC=C(F)C1
O=CC1=CC=C(F)C=C1,[H][O+]=C([H])c1c([H])c([H])c(F)c([H])c1[H],0,O,protonated,results_chunk_2_of_10,120.36749,5.464,1.438,-0.376,5.663,-15.058,-6.785,-15.058,-6.785,-15.058,-6.785,8.273,open_shell,15.058187,152.2,145.9,125.1222,Cs,1,23,23,0,1,120.36749,5.21949546887,0.339,True,15,1,0,O,O=CC1=CC=C(F)C=C1
O=CC=1C=CC=C(Cl)C1,[H][O+]=C([H])c1c([H])c([H])c([H])c(Cl)c1[H],0,O,protonated,results_chunk_2_of_10,161.76821,8.5,-4.291,-1.671,9.667,-13.821,-6.799,-13.821,-6.799,-13.821,-6.799,7.021999999999999,open_shell,13.821093,164.32,159.88,141.5768,Cs,1,23,23,0,1,161.76821,7.01475489023,0.441,True,15,1,0,O,O=CC=1C=CC=C(Cl)C1
O=CC1=CC=C(Cl)C=C1,[H][O+]=C([H])c1c([H])c([H])c(Cl)c([H])c1[H],0,O,protonated,results_chunk_2_of_10,158.33245,-6.589,-1.049,2.427,7.099,-14.257,-6.75,-14.257,-6.75,-14.257,-6.75,7.507,open_shell,14.256991,163.67,159.76,141.5768,Cs,1,23,23,0,1,158.33245,6.865770029349999,0.527,True,15,1,0,O,O=CC1=CC=C(Cl)C=C1
O=COC(C)C,[H][O+]=C([H])OC([H])(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,75.82576,1.003,-0.763,-0.613,1.401,-16.976,-5.758,-16.976,-5.758,-16.976,-5.758,11.218,open_shell,16.976,129.64,119.44,89.1139,C1,1,18,18,0,1,75.82576,3.28803243088,0.343,True,15,1,0,O,O=COC(C)C
O=C(OC)C1=CC=C(C=C1)S(=O)(=O)C,[H]c1c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c([H])c1C(=O)[O+]([H])C([H])([H])[H],2,O,protonated,results_chunk_2_of_10,39.42846,-6.059,-8.529,-3.971,11.19,-14.065,-6.066,-14.065,-6.066,-14.065,-6.066,7.999,open_shell,14.065083,232.15,245.35,215.2435,C1,1,38,38,0,1,39.42846,1.70973631098,3.103,True,25,1,2,O,O=C(OC)C1=CC=C(C=C1)S(=O)(=O)C
O=C(OC)C1=CC=C(C=C1)S(=O)(=O)F,[H]c1c([H])c(S(=O)(=O)F)c([H])c([H])c1C(=O)[O+]([H])C([H])([H])[H],2,O,protonated,results_chunk_2_of_10,-0.77866,-12.926,1.773,3.066,13.403,-14.744,-6.385,-14.744,-6.385,-14.744,-6.385,8.359,open_shell,14.74398,221.67,231.54,219.2072,C1,1,38,38,0,1,-0.77866,-0.03376503358,2.907,True,22,1,2,O,O=C(OC)C1=CC=C(C=C1)S(=O)(=O)F
O=COCCC,[H][O+]=C([H])OC([H])([H])C([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,83.21552,4.72,1.082,-0.793,4.907,-15.986,-5.988,-15.986,-5.988,-15.986,-5.988,9.998000000000001,open_shell,15.98626,130.07,119.99,89.1139,C1,1,18,18,0,1,83.21552,3.60847459376,0.329,True,15,1,0,O,O=COCCC
O=COC(C)C,[H]C(=O)[O+]([H])C([H])(C([H])([H])[H])C([H])([H])[H],2,O,protonated,results_chunk_2_of_10,85.66581,-0.738,-1.278,0.488,1.554,-17.085,-5.648,-17.085,-5.648,-17.085,-5.648,11.437000000000001,open_shell,17.08506,133.41,124.05,89.1139,C1,1,18,18,0,1,85.66581,3.7147265190299996,0.379,True,15,1,2,O,O=COC(C)C
O=NOCC,[H][O+]=NOC([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,168.95822,1.695,-0.217,1.342,2.172,-17.192,-7.349,-17.192,-7.349,-17.192,-7.349,9.843,open_shell,17.192088,113.56,94.28,76.0749,Cs,1,15,15,0,1,168.95822,7.32653529386,0.162,True,11,1,0,O,O=NOCC
O=NOCC,[H][N+](=O)OC([H])([H])C([H])([H])[H],1,N,protonated,results_chunk_2_of_10,169.40092,0.731,3.427,1.148,3.688,-16.982,-7.218,-16.982,-7.218,-16.982,-7.218,9.764,open_shell,16.982483,112.0,93.27,76.0749,Cs,1,15,15,0,1,169.40092,7.345732093960001,0.147,True,11,1,1,N,O=NOCC
O=COCCC,[H]C(=O)[O+]([H])C([H])([H])C([H])([H])C([H])([H])[H],2,O,protonated,results_chunk_2_of_10,93.34573,2.18,-1.565,0.786,2.796,-16.339,-5.8,-16.339,-5.8,-16.339,-5.8,10.538999999999998,open_shell,16.338887,134.91,123.42,89.1139,C1,1,18,18,0,1,93.34573,4.04775088999,0.385,True,15,1,2,O,O=COCCC
O=COCCCC,[H][O+]=C([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,77.87854,6.048,-1.022,-0.974,6.211,-14.99,-6.028,-14.99,-6.028,-14.99,-6.028,8.962,open_shell,14.989576,155.25,142.99,103.1407,Cs,1,21,21,0,1,77.87854,3.37704713002,0.377,True,18,1,0,O,O=COCCCC
O=C(OC)C1=CC=CC(=C1)S(=O)(=O)F,[H][O+]=S(=O)(F)c1c([H])c([H])c([H])c(C(=O)OC([H])([H])[H])c1[H],11,O,protonated,results_chunk_2_of_10,-23.08437,-4.82,-0.096,0.857,4.896,-14.153,-5.353,-14.153,-5.353,-14.153,-5.353,8.8,open_shell,14.152902,219.17,222.91,219.2072,C1,1,38,38,0,1,-23.08437,-1.00100753631,1.845,True,22,1,11,O,O=C(OC)C1=CC=CC(=C1)S(=O)(=O)F
O=NOCC,[H][O+](N=O)C([H])([H])C([H])([H])[H],2,O,protonated,results_chunk_2_of_10,158.45436,1.195,-0.998,0.57,1.658,-16.732,-7.239,-16.732,-7.239,-16.732,-7.239,9.492999999999999,open_shell,16.732061,114.77,97.69,76.0749,C1,1,15,15,0,1,158.45436,6.87105641268,0.266,True,11,1,2,O,O=NOCC
OC=1C=CC=CC1,[H]c1c([H])c([H])c([O+]([H])[H])c([H])c1[H],0,O,protonated,results_chunk_2_of_10,170.16833,5.869,0.598,0.16,5.901,-14.68,-5.736,-14.68,-5.736,-14.68,-5.736,8.943999999999999,open_shell,14.679609,132.96,122.58,95.1207,Cs,1,18,18,0,1,170.16833,7.379009293789999,0.166,True,14,1,0,O,OC=1C=CC=CC1
OCCO,[H]OC([H])([H])C([H])([H])[O+]([H])[H],0,O,protonated,results_chunk_2_of_10,85.25038,-1.338,0.137,0.751,1.54,-17.102,-5.778,-17.102,-5.778,-17.102,-5.778,11.324000000000002,open_shell,17.101865,98.97,82.44,63.0761,C1,1,13,13,0,1,85.25038,3.69671222794,0.147,True,11,1,0,O,OCCO
P1CC1,[H]C1([H])C([H])([H])[P+]1([H])[H],0,P,protonated,results_chunk_2_of_10,182.67076,1.749,-0.456,0.153,1.814,-16.59,-4.891,-16.59,-4.891,-16.59,-4.891,11.699,open_shell,16.590423,96.14,79.3,61.0432,C2v,1,9,9,0,1,182.67076,7.92115216588,0.085,True,9,1,0,P,P1CC1
O=C(OC)C1=CC=CC(=C1)S(=O)(=O)C,[H][O+]=S(=O)(c1c([H])c([H])c([H])c(C(=O)OC([H])([H])[H])c1[H])C([H])([H])[H],11,O,protonated,results_chunk_2_of_10,7.34372,-8.36,-0.41,-2.608,8.767,-13.93,-4.896,-13.93,-4.896,-13.93,-4.896,9.033999999999999,open_shell,13.929769,229.86,236.96,215.2435,C1,1,38,38,0,1,7.34372,0.31844573036,2.67,True,25,1,11,O,O=C(OC)C1=CC=CC(=C1)S(=O)(=O)C
O=CC1=CC=C(C=C1)C(F)(F)F,[H][O+]=C([H])c1c([H])c([H])c(C(F)(F)F)c([H])c1[H],0,O,protonated,results_chunk_2_of_10,15.4874,-12.913,0.808,-0.093,12.939,-15.102,-7.118,-15.102,-7.118,-15.102,-7.118,7.984,open_shell,15.10231,183.58,184.36,175.13,Cs,1,32,32,0,1,15.4874,0.6715801262,1.064,True,18,1,0,O,O=CC1=CC=C(C=C1)C(F)(F)F
O=COCCCC,[H]C(=O)[O+]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],2,O,protonated,results_chunk_2_of_10,89.01299,4.107,-1.941,-2.261,5.074,-15.134,-5.812,-15.134,-5.812,-15.134,-5.812,9.322,open_shell,15.133763,158.18,146.06,103.1407,C1,1,21,21,0,1,89.01299,3.85987028537,0.635,True,18,1,2,O,O=COCCCC
P=1C=CC=CC1,[H]c1c([H])c([H])[p+]([H])c([H])c1[H],0,P,protonated,results_chunk_2_of_10,187.97,0.852,1.521,0.461,1.803,-14.695,-5.99,-14.695,-5.99,-14.695,-5.99,8.705,open_shell,14.695045,126.09,116.37,97.0762,C2v,1,15,15,0,1,187.97,8.15094311,0.178,True,12,1,0,P,P=1C=CC=CC1
S(C)C,[H][S+](C([H])([H])[H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,151.55898,0.041,-1.076,0.258,1.107,-15.38,-5.825,-15.38,-5.825,-15.38,-5.825,9.555,open_shell,15.380469,103.18,87.94,63.1373,Cs,1,10,10,0,1,151.55898,6.572052049739999,0.162,True,10,1,0,S,S(C)C
O=C(OC)C1=CC=CC(=C1)S(=O)(=O)F,[H][O+]=C(OC([H])([H])[H])c1c([H])c([H])c([H])c(S(=O)(=O)F)c1[H],0,O,protonated,results_chunk_2_of_10,-11.26949,14.208,4.214,-2.351,15.006,-14.594,-6.125,-14.594,-6.125,-14.594,-6.125,8.469,open_shell,14.594051,217.5,222.33,219.2072,C1,1,38,38,0,1,-11.26949,-0.48867889486999994,2.546,True,22,1,0,O,O=C(OC)C1=CC=CC(=C1)S(=O)(=O)F
S1CC1,[H][S+]1C([H])([H])C1([H])[H],0,S,protonated,results_chunk_2_of_10,193.38632,0.932,0.872,0.793,1.503,-16.596,-6.927,-16.596,-6.927,-16.596,-6.927,9.669,open_shell,16.596159,94.95,79.61,61.1215,Cs,1,9,9,0,1,193.38632,8.38581099416,0.078,True,8,1,0,S,S1CC1
OC(C)CC,[H][O+]([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,105.92472,-1.875,2.341,1.475,3.342,-16.59,-5.57,-16.59,-5.57,-16.59,-5.57,11.02,open_shell,16.589797,127.91,117.21,75.1303,C1,1,16,16,0,1,105.92472,4.5932136333599995,0.379,True,16,1,0,O,OC(C)CC
S=C=C,[H][S+]=C=C([H])[H],0,S,protonated,results_chunk_2_of_10,216.19218,0.204,0.253,1.132,1.178,-15.876,-6.923,-15.876,-6.923,-15.876,-6.923,8.953,open_shell,15.875977,94.06,76.49,59.1057,Cs,1,8,8,0,1,216.19218,9.37474150134,0.058,True,6,1,0,S,S=C=C
O=C(OC)C1=CC=CC(=C1)S(=O)(=O)C,[H][O+]=C(OC([H])([H])[H])c1c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c1[H],0,O,protonated,results_chunk_2_of_10,30.06036,-8.457,7.023,3.491,11.534,-13.938,-5.903,-13.938,-5.903,-13.938,-5.903,8.035,open_shell,13.937978,229.33,237.37,215.2435,C1,1,38,38,0,1,30.06036,1.3035073906799999,3.229,True,25,1,0,O,O=C(OC)C1=CC=CC(=C1)S(=O)(=O)C
OC(C)(C)C,[H][O+]([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,91.69697,0.105,-0.078,0.237,0.271,-16.964,-5.842,-16.964,-5.842,-16.964,-5.842,11.122,open_shell,16.964163,129.84,120.49,75.1303,C1,1,16,16,0,1,91.69697,3.97625571011,0.64,True,16,1,0,O,OC(C)(C)C
SC(C)C,[H][S+]([H])C([H])(C([H])([H])[H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,145.12836,2.695,-0.228,-0.712,2.797,-15.681,-6.629,-15.681,-6.629,-15.681,-6.629,9.052,open_shell,15.681469,121.04,111.14,77.1641,C1,1,13,13,0,1,145.12836,6.293201074679999,0.276,True,13,1,0,S,SC(C)C
SC(C)(C)C,[H][S+]([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,135.2468,-1.257,-0.617,2.614,2.965,-15.441,-6.477,-15.441,-6.477,-15.441,-6.477,8.964,open_shell,15.440727,136.27,133.88,91.1909,Cs,1,16,16,0,1,135.2468,5.8647069884,0.443,True,16,1,0,S,SC(C)(C)C
S(SC)C,[H][S+](SC([H])([H])[H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,162.65708,-1.788,-0.754,-0.605,2.032,-14.122,-6.311,-14.122,-6.311,-14.122,-6.311,7.811,open_shell,14.12205,128.09,116.48,95.1973,C1,1,13,13,0,1,162.65708,7.05329896004,0.645,True,11,1,0,S,S(SC)C
SC(C)CC,[H][S+]([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,140.62973,-2.512,3.09,1.483,4.249,-15.514,-6.581,-15.514,-6.581,-15.514,-6.581,8.933,open_shell,15.513666,138.57,132.22,91.1909,C1,1,16,16,0,1,140.62973,6.098126981989999,0.54,True,16,1,0,S,SC(C)CC
SCC(C)C,[H][S+]([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,142.14586,4.748,-1.124,0.736,4.935,-15.484,-6.407,-15.484,-6.407,-15.484,-6.407,9.077,open_shell,15.484154,137.06,132.28,91.1909,C1,1,16,16,0,1,142.14586,6.16387092718,0.565,True,16,1,0,S,SCC(C)C
[N-]=[N+]=NC=1C=CC=CC1,[H]c1c([H])c([H])c([N+]([H])=[N+]=[N-])c([H])c1[H],2,N,protonated,results_chunk_2_of_10,276.94723,3.469,-1.422,0.315,3.762,-14.36,-6.656,-14.36,-6.656,-14.36,-6.656,7.704,open_shell,14.360469,157.35,149.1,120.1335,C1,1,22,22,0,1,276.94723,12.00926273449,0.437,True,15,1,2,N,[N-]=[N+]=NC=1C=CC=CC1
O=C(OC)C1=CC=CC(=C1)S(=O)(=O)F,[H]c1c([H])c(C(=O)[O+]([H])C([H])([H])[H])c([H])c(S(=O)(=O)F)c1[H],2,O,protonated,results_chunk_2_of_10,-3.6739,-10.675,5.147,-2.194,12.052,-14.942,-6.221,-14.942,-6.221,-14.942,-6.221,8.721,open_shell,14.941658,221.1,231.28,219.2072,C1,1,38,38,0,1,-3.6739,-0.1593113257,3.038,True,22,1,2,O,O=C(OC)C1=CC=CC(=C1)S(=O)(=O)F
SCCCC,[H][S+]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,143.85687,7.418,1.848,0.296,7.651,-14.997,-6.562,-14.997,-6.562,-14.997,-6.562,8.434999999999999,open_shell,14.997347,143.21,132.0,91.1909,C1,1,16,16,0,1,143.85687,6.238065453809999,0.575,True,16,1,0,S,SCCCC
OCC1CCCCC1,[H][O+]([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0,O,protonated,results_chunk_2_of_10,108.74832,5.448,-1.569,-1.056,5.767,-14.659,-5.277,-14.659,-5.277,-14.659,-5.277,9.382000000000001,open_shell,14.658927,160.84,164.24,115.1949,C1,1,24,24,0,1,108.74832,4.71565340016,1.067,True,23,1,0,O,OCC1CCCCC1
SCC(C)(C)C,[H][S+]([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,S,protonated,results_chunk_2_of_10,134.91985,4.831,3.388,1.127,6.007,-15.459,-6.316,-15.459,-6.316,-15.459,-6.316,9.143,open_shell,15.459408,151.48,154.22,105.2177,C1,1,19,19,0,1,134.91985,5.850529455549999,0.778,True,19,1,0,S,SCC(C)(C)C
O=S(=O)(C=1C=CC=CC1)C,[H][O+]=S(=O)(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_2_of_10,88.98821,-1.806,2.632,0.135,3.195,-14.071,-4.806,-14.071,-4.806,-14.071,-4.806,9.265,open_shell,14.071418,177.53,178.56,157.2069,C1,1,27,27,0,1,88.98821,3.8587957502299997,1.465,True,19,1,0,O,O=S(=O)(C=1C=CC=CC1)C
SCC1CCCCC1,[H][S+]([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0,S,protonated,results_chunk_2_of_10,138.57788,7.69,-0.223,-0.608,7.717,-14.083,-6.368,-14.083,-6.368,-14.083,-6.368,7.715,open_shell,14.083301,173.82,182.31,131.2555,C1,1,24,24,0,1,138.57788,6.009152610439999,1.737,True,23,1,0,S,SCC1CCCCC1
O=C(OC)C1=CC=CC(=C1)S(=O)(=O)C,[H]c1c([H])c(C(=O)[O+]([H])C([H])([H])[H])c([H])c(S(=O)(=O)C([H])([H])[H])c1[H],2,O,protonated,results_chunk_2_of_10,35.38341,6.707,-4.626,-2.747,8.598,-14.254,-5.922,-14.254,-5.922,-14.254,-5.922,8.332,open_shell,14.254403,231.7,242.8,215.2435,C1,1,38,38,0,1,35.38341,1.5343308078299998,5.327,True,25,1,2,O,O=C(OC)C1=CC=CC(=C1)S(=O)(=O)C
CN=N,[H]N=[N+]([H])C([H])([H])[H],1,N,protonated,results_chunk_3_of_10,214.12952,0.671,-2.781,-1.121,3.073,-17.97,-7.143,-17.97,-7.143,-17.97,-7.143,10.826999999999998,open_shell,17.970044,84.28,65.25,45.0639,Cs,1,9,9,0,1,214.12952,9.28529837576,0.049,True,8,1,1,N,CN=N
CN=N,[H][N+]([H])=NC([H])([H])[H],2,N,protonated,results_chunk_3_of_10,205.36476,1.778,1.067,-1.892,2.807,-17.632,-7.037,-17.632,-7.037,-17.632,-7.037,10.595000000000002,open_shell,17.631924,84.32,65.01,45.0639,Cs,1,9,9,0,1,205.36476,8.90523208788,0.074,True,8,1,2,N,CN=N
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)N,[H]c1c([H])c(C(=O)[N+]([H])([H])[H])c([H])c([N+](=O)[O-])c1[H],11,N,protonated,results_chunk_3_of_10,150.91878,-11.047,-0.613,-0.624,11.082,-14.382,-5.958,-14.382,-5.958,-14.382,-5.958,8.424,open_shell,14.38171,185.75,183.94,167.1439,Cs,1,31,31,0,1,150.91878,6.54429105714,0.194,True,19,1,11,N,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)N
C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1C(=O)[N+]([H])([H])[H],8,N,protonated,results_chunk_3_of_10,153.94057,-15.225,-3.966,0.141,15.734,-14.225,-6.142,-14.225,-6.142,-14.225,-6.142,8.082999999999998,open_shell,14.225191,186.08,184.46,167.1439,Cs,1,31,31,0,1,153.94057,6.67532493691,0.195,True,19,1,8,N,C1=CC(=CC=C1C(=O)N)[N+](=O)[O-]
CN1C=CC(=N1)[N+](=O)[O-],[H][O+]=[N+]([O-])c1nn(C([H])([H])[H])c([H])c1[H],7,O,protonated,results_chunk_3_of_10,214.39855,3.352,0.092,0.489,3.388,-15.282,-6.638,-15.282,-6.638,-15.282,-6.638,8.644,open_shell,15.281745,153.52,143.23,128.1103,Cs,1,24,24,0,1,214.39855,9.29696432365,0.277,True,15,1,7,O,CN1C=CC(=N1)[N+](=O)[O-]
CN1C(=CC=N1)[N+](=O)[O-],[H]c1c([N+](=O)[O-])n(C([H])([H])[H])[n+]([H])c1[H],5,N,protonated,results_chunk_3_of_10,219.66131,4.016,-8.136,-0.738,9.103,-15.594,-6.257,-15.594,-6.257,-15.594,-6.257,9.337,open_shell,15.593889,148.8,141.11,128.1103,Cs,1,24,24,0,1,219.66131,9.52517338553,0.307,True,15,1,5,N,CN1C(=CC=N1)[N+](=O)[O-]
FC(F)(F)CN,[H]C([H])(C(F)(F)F)[N+]([H])([H])[H],5,N,protonated,results_chunk_3_of_10,5.23649,-10.94,0.88,1.077,11.028,-18.771,-5.255,-18.771,-5.255,-18.771,-5.255,13.516000000000002,open_shell,18.77145,113.57,100.36,100.0634,Cs,1,19,19,0,1,5.23649,0.22706991587,0.12,True,11,1,5,N,FC(F)(F)CN
CN1C(=CC=N1)[N+](=O)[O-],[H][O+]=[N+]([O-])c1c([H])c([H])nn1C([H])([H])[H],7,O,protonated,results_chunk_3_of_10,224.94069,-1.154,0.952,0.109,1.5,-15.176,-6.997,-15.176,-6.997,-15.176,-6.997,8.179,open_shell,15.175817,149.5,142.54,128.1103,Cs,1,24,24,0,1,224.94069,9.754103140469999,0.348,True,15,1,7,O,CN1C(=CC=N1)[N+](=O)[O-]
COC(=O)\C=C\C,[H][O+]=C(OC([H])([H])[H])/C([H])=C(\[H])C([H])([H])[H],3,O,protonated,results_chunk_3_of_10,88.27632,-1.149,-1.79,-0.402,2.164,-15.503,-5.953,-15.503,-5.953,-15.503,-5.953,9.55,open_shell,15.502528,148.3,134.11,101.1249,Cs,1,20,20,0,1,88.27632,3.8279260641599997,0.29,True,16,1,3,O,COC(=O)\C=C\C
CN1C=CC(=N1)[N+](=O)[O-],[H]c1c([H])n(C([H])([H])[H])[n+]([H])c1[N+](=O)[O-],5,N,protonated,results_chunk_3_of_10,219.85567,-9.376,0.997,0.125,9.43,-15.523,-6.231,-15.523,-6.231,-15.523,-6.231,9.292,open_shell,15.523256,153.11,143.04,128.1103,C1,1,24,24,0,1,219.85567,9.533601418209999,0.454,True,15,1,5,N,CN1C=CC(=N1)[N+](=O)[O-]
CC/C=C/C=O,[H][O+]=C([H])/C([H])=C(\[H])C([H])([H])C([H])([H])[H],5,O,protonated,results_chunk_3_of_10,136.15026,2.164,-0.422,0.116,2.207,-15.613,-6.562,-15.613,-6.562,-15.613,-6.562,9.050999999999998,open_shell,15.612656,139.73,124.75,85.1255,Cs,1,17,17,0,1,136.15026,5.90388372438,0.483,True,15,1,5,O,CC/C=C/C=O
N=C,[H]C([H])=[N+]([H])[H],0,N,protonated,results_chunk_3_of_10,181.1259,-0.514,-0.061,-0.286,0.591,-19.976,-6.764,-19.976,-6.764,-19.976,-6.764,13.212,open_shell,19.97572,68.07,49.06,30.0493,C2v,1,6,6,0,1,181.1259,7.8541624017,0.016,True,6,1,0,N,N=C
N=1C=NC=NC1,[H]c1nc([H])[n+]([H])c([H])n1,0,N,protonated,results_chunk_3_of_10,222.16487,-4.741,0.44,0.182,4.765,-16.149,-7.062,-16.149,-7.062,-16.149,-7.062,9.087,open_shell,16.148982,110.55,97.21,82.0847,C2v,1,15,15,0,1,222.16487,9.63373525781,0.07,True,10,1,0,N,N=1C=NC=NC1
N=1OC=CC1,[H]c1o[n+]([H])c([H])c1[H],0,N,protonated,results_chunk_3_of_10,192.53733,-1.697,0.167,-0.14,1.711,-16.375,-6.459,-16.375,-6.459,-16.375,-6.459,9.916,open_shell,16.375116,99.47,84.08,70.0707,Cs,1,13,13,0,1,192.53733,8.34899624079,0.061,True,9,1,0,N,N=1OC=CC1
N#CN(C)C,[H]C([H])([H])[N+]([H])(C#N)C([H])([H])[H],2,N,protonated,results_chunk_3_of_10,207.51345,2.127,-4.564,0.231,5.04,-18.763,-5.437,-18.763,-5.437,-18.763,-5.437,13.326,open_shell,18.763015,118.51,104.46,71.1017,Cs,1,14,14,0,1,207.51345,8.99840573235,0.139,True,12,1,2,N,N#CN(C)C
N#CN(C)C,[H][N+]#CN(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_3_of_10,194.86417,1.485,-0.209,-0.282,1.526,-15.234,-5.391,-15.234,-5.391,-15.234,-5.391,9.843,open_shell,15.234089,118.42,102.18,71.1017,Cs,1,14,14,0,1,194.86417,8.44989500371,0.173,True,12,1,0,N,N#CN(C)C
