neutral_smiles,smiles,protonation_site_index,protonation_site_element,molecule_type,chunk,heat_of_formation,dipole_x,dipole_y,dipole_z,dipole_moment,alpha_somo_ev,alpha_lumo_ev,beta_somo_ev,beta_lumo_ev,homo_ev,lumo_ev,gap_ev,spin_state,ionization_potential,cosmo_area,cosmo_volume,molecular_weight,point_group,charge,alpha_electrons,beta_electrons,unpaired_electrons,multiplicity,total_energy_kcal_mol,total_energy_ev,computation_time,success,num_atoms,input_charge,site_index,site_element,parent_neutral
N#CCNC,[H]C([H])([H])[N+]([H])([H])C([H])([H])C#N,3,N,protonated,results_chunk_4_of_10,191.27269,-5.765,-3.46,-3.711,7.68,-17.595,-5.176,-17.595,-5.176,-17.595,-5.176,12.418999999999999,open_shell,17.595333,118.49,104.3,71.1017,C1,1,14,14,0,1,191.27269,8.29415765647,0.178,True,12,1,3,N,N#CCNC
N#CCCN,[H][N+]#CC([H])([H])C([H])([H])N([H])[H],0,N,protonated,results_chunk_4_of_10,186.14975,2.475,-1.202,-0.243,2.762,-14.468,-5.008,-14.468,-5.008,-14.468,-5.008,9.46,open_shell,14.46798,115.59,99.98,71.1017,C1,1,14,14,0,1,186.14975,8.07201160925,0.286,True,12,1,0,N,N#CCCN
O(C=C)C,[H]C([H])=C([H])[O+]([H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,163.91607,-0.741,-0.873,-1.183,1.646,-16.612,-6.183,-16.612,-6.183,-16.612,-6.183,10.428999999999998,open_shell,16.612072,106.88,91.13,59.0877,C1,1,12,12,0,1,163.91607,7.107892543409999,0.136,True,11,1,0,O,O(C=C)C
N#CN1CCCCC1,[H]C1([H])C([H])([H])C([H])([H])[N+]([H])(C#N)C([H])([H])C1([H])[H],2,N,protonated,results_chunk_4_of_10,192.26039,-1.265,0.02,1.598,2.038,-16.106,-4.98,-16.106,-4.98,-16.106,-4.98,11.126000000000001,open_shell,16.105896,155.31,153.07,111.1663,Cs,1,22,22,0,1,192.26039,8.336987291569999,0.334,True,19,1,2,N,N#CN1CCCCC1
ClC1=CC(C#C)=CC=C1OC,[H]C#Cc1c([H])c([H])c([O+]([H])C([H])([H])[H])c(Cl)c1[H],9,O,protonated,results_chunk_4_of_10,220.40408,-5.513,-0.191,-2.11,5.906,-13.603,-5.818,-13.603,-5.818,-13.603,-5.818,7.785,open_shell,13.602778,196.57,200.2,167.6146,C1,1,28,28,0,1,220.40408,9.55738212104,1.1,True,19,1,9,O,ClC1=CC(C#C)=CC=C1OC
ClC1=CC=CC(N)=C1,[H]c1c([H])c(Cl)c([H])c([N+]([H])([H])[H])c1[H],6,N,protonated,results_chunk_4_of_10,173.06537,10.967,-3.634,1.798,11.693,-13.706,-4.909,-13.706,-4.909,-13.706,-4.909,8.797,open_shell,13.706186,155.3,149.03,128.581,C1,1,21,21,0,1,173.06537,7.50463363931,0.978,True,15,1,6,N,ClC1=CC=CC(N)=C1
FC1=CC(C#C)=CC=C1OC,[H]C#Cc1c([H])c([H])c([O+]([H])C([H])([H])[H])c(F)c1[H],9,O,protonated,results_chunk_4_of_10,184.94415,-5.925,-3.705,0.821,7.036,-13.66,-5.836,-13.66,-5.836,-13.66,-5.836,7.824,open_shell,13.659502,188.44,188.2,151.16,C1,1,28,28,0,1,184.94415,8.01973317645,0.787,True,19,1,9,O,FC1=CC(C#C)=CC=C1OC
N#CN1CCCCC1,[H][N+]#CN1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0,N,protonated,results_chunk_4_of_10,184.97258,4.632,0.1,0.478,4.658,-14.709,-5.099,-14.709,-5.099,-14.709,-5.099,9.61,open_shell,14.709293,156.46,151.68,111.1663,C1,1,22,22,0,1,184.97258,8.02096598654,0.584,True,19,1,0,N,N#CN1CCCCC1
O1C=CCC1,[H]C1=C([H])C([H])([H])C([H])([H])[O+]1[H],0,O,protonated,results_chunk_4_of_10,161.69581,-0.627,-1.715,-0.718,1.963,-15.795,-5.883,-15.795,-5.883,-15.795,-5.883,9.911999999999999,open_shell,15.795239,110.04,96.21,71.0987,C1,1,14,14,0,1,161.69581,7.011615409029999,0.123,True,12,1,0,O,O1C=CCC1
O(C=C)CC,[H]C([H])=C([H])[O+]([H])C([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,149.04904,0.032,-0.884,-0.477,1.005,-16.176,-5.79,-16.176,-5.79,-16.176,-5.79,10.386,open_shell,16.176105,126.37,112.17,73.1145,C1,1,15,15,0,1,149.04904,6.463213521519999,0.341,True,14,1,0,O,O(C=C)CC
ClC1=CC(C#C)=CC=C1SC,[H]C#Cc1c([H])c([H])c([S+]([H])C([H])([H])[H])c(Cl)c1[H],9,S,protonated,results_chunk_4_of_10,226.39783,-5.296,-4.344,-0.871,6.905,-13.412,-5.466,-13.412,-5.466,-13.412,-5.466,7.946000000000001,open_shell,13.411549,206.51,213.86,183.6752,C1,1,28,28,0,1,226.39783,9.81728910229,1.468,True,19,1,9,S,ClC1=CC(C#C)=CC=C1SC
O1C=C(C)CC1,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])[O+]1[H],0,O,protonated,results_chunk_4_of_10,148.13998,-2.458,-0.617,-1.053,2.744,-15.119,-5.651,-15.119,-5.651,-15.119,-5.651,9.468,open_shell,15.119423,128.92,117.8,85.1255,C1,1,17,17,0,1,148.13998,6.4237939527400005,0.313,True,15,1,0,O,O1C=C(C)CC1
O1C=CCCC1,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])[O+]1[H],0,O,protonated,results_chunk_4_of_10,152.0636,1.351,-2.286,0.916,2.809,-15.299,-5.727,-15.299,-5.727,-15.299,-5.727,9.572,open_shell,15.29946,125.22,116.0,85.1255,C1,1,17,17,0,1,152.0636,6.5939338868,0.219,True,15,1,0,O,O1C=CCCC1
O(C)CCOC,[H][O+](C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H],0,O,protonated,results_chunk_4_of_10,88.85449,1.202,2.123,-0.351,2.464,-16.039,-5.331,-16.039,-5.331,-16.039,-5.331,10.708000000000002,open_shell,16.039342,136.93,128.19,91.1297,C1,1,19,19,0,1,88.85449,3.85299724987,0.735,True,17,1,0,O,O(C)CCOC
O1P2OCC(C1)CO2,[H]C1([H])O[P+]2([H])OC([H])([H])C1([H])C([H])([H])O2,1,P,protonated,results_chunk_4_of_10,-7.79472,0.162,-0.024,-0.434,0.464,-15.0,-4.591,-15.0,-4.591,-15.0,-4.591,10.408999999999999,open_shell,14.999619,138.2,134.85,135.0792,C3v,1,23,23,0,1,-7.79472,-0.33800244335999996,0.312,True,16,1,1,P,O1P2OCC(C1)CO2
O(C(C)C)C(C)(C)C,[H][O+](C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,76.72977,-0.007,0.91,0.502,1.04,-16.45,-4.78,-16.45,-4.78,-16.45,-4.78,11.669999999999998,open_shell,16.450392,175.94,183.77,117.2107,C1,1,25,25,0,1,76.72977,3.32723301651,0.9,True,25,1,0,O,O(C(C)C)C(C)(C)C
O1P2OCC(C1)CO2,[H][O+]1P2OC([H])([H])C([H])(C([H])([H])O2)C1([H])[H],0,O,protonated,results_chunk_4_of_10,3.24148,1.989,-0.116,-3.288,3.845,-14.795,-6.138,-14.795,-6.138,-14.795,-6.138,8.657,open_shell,14.794675,141.13,140.1,135.0792,C1,1,23,23,0,1,3.24148,0.14056029724,0.407,True,16,1,0,O,O1P2OCC(C1)CO2
O=C(C)CC(=O)C,[H][O+]=C(C([H])([H])[H])C([H])([H])C(=O)C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,69.10935,0.123,3.735,-2.467,4.478,-16.122,-5.428,-16.122,-5.428,-16.122,-5.428,10.693999999999999,open_shell,16.122273,142.86,131.48,101.1249,C2v,1,20,20,0,1,69.10935,2.9967887440500003,0.286,True,16,1,0,O,O=C(C)CC(=O)C
O=C(C1=CC=C(F)C=C1)C,[H][O+]=C(c1c([H])c([H])c(F)c([H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,101.09639,-8.106,-1.386,0.515,8.24,-14.588,-6.322,-14.588,-6.322,-14.588,-6.322,8.265999999999998,open_shell,14.58789,169.48,166.68,139.149,Cs,1,26,26,0,1,101.09639,4.38384275957,0.425,True,18,1,0,O,O=C(C1=CC=C(F)C=C1)C
O=C(C1=CC=C(C=C1)C)C,[H][O+]=C(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,131.58087,-4.719,1.042,0.397,4.849,-13.984,-5.956,-13.984,-5.956,-13.984,-5.956,8.027999999999999,open_shell,13.983872,180.75,179.01,135.1853,C1,1,26,26,0,1,131.58087,5.70574126581,0.769,True,21,1,0,O,O=C(C1=CC=C(C=C1)C)C
O(C(C)CC)C(C)CC,[H][O+](C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,76.57345,-0.485,-0.095,1.051,1.162,-15.705,-4.855,-15.705,-4.855,-15.705,-4.855,10.85,open_shell,15.704902,196.76,205.84,131.2375,C1,1,28,28,0,1,76.57345,3.3204545123499996,1.583,True,28,1,0,O,O(C(C)CC)C(C)CC
O=C(C=1C=CC=C(O)C1)C,[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c([O+]([H])[H])c1[H],7,O,protonated,results_chunk_4_of_10,129.58763,-8.061,-0.563,-1.326,8.189,-13.842,-5.75,-13.842,-5.75,-13.842,-5.75,8.092,open_shell,13.841543,173.29,169.76,137.1579,Cs,1,26,26,0,1,129.58763,5.6193083996899995,0.395,True,19,1,7,O,O=C(C=1C=CC=C(O)C1)C
O(C)C1C2CC3CC(C2)CC1C3,[H][O+](C([H])([H])[H])C1([H])C2([H])C([H])([H])C3([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C1([H])C3([H])[H],0,O,protonated,results_chunk_4_of_10,102.27582,-5.791,-1.599,0.76,6.055,-14.344,-5.097,-14.344,-5.097,-14.344,-5.097,9.247,open_shell,14.343578,194.66,218.55,167.2705,C1,1,34,34,0,1,102.27582,4.43498638266,1.953,True,31,1,0,O,O(C)C1C2CC3CC(C2)CC1C3
O(C1=CC=CC(=C1)C(=C)C)C,[H]C([H])=C(c1c([H])c([H])c([H])c([O+]([H])C([H])([H])[H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,171.56084,6.694,0.932,-3.551,7.635,-13.197,-5.592,-13.197,-5.592,-13.197,-5.592,7.6049999999999995,open_shell,13.197362,203.39,207.15,149.2121,C1,1,29,29,0,1,171.56084,7.43939270492,1.902,True,24,1,0,O,O(C1=CC=CC(=C1)C(=C)C)C
O=C(C(C)(C)C)C(C)(C)C,[H][O+]=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,80.53103,-1.658,0.727,-1.028,2.082,-15.782,-5.574,-15.782,-5.574,-15.782,-5.574,10.208,open_shell,15.781551,191.66,214.76,143.2485,C1,1,30,30,0,1,80.53103,3.49206705389,1.484,True,29,1,0,O,O=C(C(C)(C)C)C(C)(C)C
O=C(C1=CC=CC(=C1)C)C,[H][O+]=C(c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,134.40836,4.69,-2.388,0.473,5.284,-13.718,-6.098,-13.718,-6.098,-13.718,-6.098,7.62,open_shell,13.717738,180.43,179.19,135.1853,Cs,1,26,26,0,1,134.40836,5.828349714679999,1.232,True,21,1,0,O,O=C(C1=CC=CC(=C1)C)C
O=C(C)C12CC3CC(CC(C3)C1)C2,[H][O+]=C(C([H])([H])[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])(C3([H])[H])C1([H])[H])C2([H])[H],0,O,protonated,results_chunk_4_of_10,94.89201,9.259,-0.141,-0.227,9.263,-13.843,-5.762,-13.843,-5.762,-13.843,-5.762,8.081,open_shell,13.843348,204.44,233.77,179.2815,C1,1,36,36,0,1,94.89201,4.1148022296299995,1.609,True,32,1,0,O,O=C(C)C12CC3CC(CC(C3)C1)C2
O=C(C=1C=CC=C(O)C1)C,[H]Oc1c([H])c([H])c([H])c(C(=[O+][H])C([H])([H])[H])c1[H],0,O,protonated,results_chunk_4_of_10,104.24279,-4.473,-0.729,-0.222,4.537,-13.568,-6.377,-13.568,-6.377,-13.568,-6.377,7.191,open_shell,13.568313,170.97,167.87,137.1579,Cs,1,26,26,0,1,104.24279,4.52028010277,0.986,True,19,1,0,O,O=C(C=1C=CC=C(O)C1)C
O=C(C1=CC=CC(=C1C)C)C,[H][O+]=C(c1c([H])c([H])c([H])c(C([H])([H])[H])c1C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,124.27053,5.332,-1.059,0.17,5.439,-13.423,-5.9,-13.423,-5.9,-13.423,-5.9,7.523,open_shell,13.423459,191.48,197.19,149.2121,Cs,1,29,29,0,1,124.27053,5.388742992389999,1.296,True,24,1,0,O,O=C(C1=CC=CC(=C1C)C)C
O=C(C=CC)C,[H][O+]=C(C([H])=C([H])C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,122.85422,1.823,-0.106,0.447,1.88,-15.503,-6.167,-15.503,-6.167,-15.503,-6.167,9.336,open_shell,15.503415,137.45,123.06,85.1255,Cs,1,17,17,0,1,122.85422,5.32732754186,0.229,True,15,1,0,O,O=C(C=CC)C
O=C(N(O)C)C,[H]O[N+]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_4_of_10,102.8324,-0.904,0.742,-1.32,1.764,-16.346,-5.532,-16.346,-5.532,-16.346,-5.532,10.814,open_shell,16.34577,127.85,117.68,90.1017,C1,1,18,18,0,1,102.8324,4.4591213612,0.087,True,14,1,2,N,O=C(N(O)C)C
O=C(C=1C(=CC=CC1C)C)C,[H][O+]=C(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,124.27014,2.615,-1.041,-0.104,2.817,-13.616,-5.809,-13.616,-5.809,-13.616,-5.809,7.8069999999999995,open_shell,13.615677,189.88,198.03,149.2121,C1,1,29,29,0,1,124.27014,5.38872608082,1.5,True,24,1,0,O,O=C(C=1C(=CC=CC1C)C)C
O=C(C1=CC(=CC=C1C)C)C,[H][O+]=C(c1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,123.39972,-2.85,-0.358,-0.088,2.874,-13.512,-5.905,-13.512,-5.905,-13.512,-5.905,7.607,open_shell,13.511774,194.58,198.42,149.2121,C1,1,29,29,0,1,123.39972,5.35098205836,1.879,True,24,1,0,O,O=C(C1=CC(=CC=C1C)C)C
O=C(N)C,[H][O+]=C(N([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,109.59597,0.816,-0.879,1.25,1.733,-17.218,-5.69,-17.218,-5.69,-17.218,-5.69,11.527999999999999,open_shell,17.218006,98.63,81.07,60.0755,Cs,1,12,12,0,1,109.59597,4.75241004711,0.068,True,10,1,0,O,O=C(N)C
O=C(C=1C=CC=CC1)C,[H][O+]=C(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,146.25772,-1.852,-0.268,0.059,1.872,-14.523,-6.278,-14.523,-6.278,-14.523,-6.278,8.245000000000001,open_shell,14.522573,160.94,156.65,121.1585,Cs,1,23,23,0,1,146.25772,6.3421735123600005,0.646,True,18,1,0,O,O=C(C=1C=CC=CC1)C
O=C(N)C(C)C,[H]C([H])([H])C([H])(C(=O)[N+]([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_4_of_10,101.62363,4.591,4.121,0.063,6.169,-16.461,-5.005,-16.461,-5.005,-16.461,-5.005,11.456,open_shell,16.460502,134.17,125.14,88.1291,C1,1,18,18,0,1,101.62363,4.40670546769,0.094,True,16,1,2,N,O=C(N)C(C)C
O=C(C=1C=CC=C(OC)C1)C,[H][O+]=C(c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,105.3538,3.656,0.169,-0.371,3.679,-13.126,-6.175,-13.126,-6.175,-13.126,-6.175,6.951,open_shell,13.125818,189.96,189.17,151.1847,C1,1,29,29,0,1,105.3538,4.5684568294000005,1.179,True,22,1,0,O,O=C(C=1C=CC=C(OC)C1)C
O=C(N)C,[H]C([H])([H])C(=O)[N+]([H])([H])[H],2,N,protonated,results_chunk_4_of_10,113.90508,2.279,-0.296,4.776,5.3,-17.189,-5.253,-17.189,-5.253,-17.189,-5.253,11.936,open_shell,17.188868,99.06,81.66,60.0755,C1,1,12,12,0,1,113.90508,4.9392659840399995,0.183,True,10,1,2,N,O=C(N)C
O=C(N(O)C)C,[H][O+]([H])N(C(=O)C([H])([H])[H])C([H])([H])[H],3,O,protonated,results_chunk_4_of_10,117.1835,2.679,0.681,-1.057,2.96,-15.933,-6.475,-15.933,-6.475,-15.933,-6.475,9.458,open_shell,15.932604,126.58,114.83,90.1017,C1,1,18,18,0,1,117.1835,5.081428110499999,0.274,True,14,1,3,O,O=C(N(O)C)C
O=C(N(O)C)C,[H]ON(C(=[O+][H])C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,100.40628,-2.641,-1.165,-1.045,3.07,-15.217,-5.349,-15.217,-5.349,-15.217,-5.349,9.868,open_shell,15.217246,127.47,115.0,90.1017,C1,1,18,18,0,1,100.40628,4.3539175196399995,0.393,True,14,1,0,O,O=C(N(O)C)C
O=C(C=1C=C(C=C(C1)C)C)C,[H][O+]=C(c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,123.18667,3.068,-0.247,-0.077,3.079,-13.663,-6.071,-13.663,-6.071,-13.663,-6.071,7.5920000000000005,open_shell,13.662731,198.66,199.79,149.2121,Cs,1,29,29,0,1,123.18667,5.34174357121,1.77,True,24,1,0,O,O=C(C=1C=C(C=C(C1)C)C)C
O=C(N)C1=CC=C(C=C1)C(F)(F)F,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[N+]([H])([H])[H],2,N,protonated,results_chunk_4_of_10,-5.52205,-15.545,-2.402,5.087,16.532,-14.535,-5.943,-14.535,-5.943,-14.535,-5.943,8.592,open_shell,14.535184,197.14,200.2,190.1446,C1,1,35,35,0,1,-5.52205,-0.23945265415,0.215,True,20,1,2,N,O=C(N)C1=CC=C(C=C1)C(F)(F)F
O=C(N)C(C)C,[H][O+]=C(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,96.69624,1.273,0.818,-0.248,1.533,-16.889,-5.41,-16.889,-5.41,-16.889,-5.41,11.479,open_shell,16.889394,133.96,125.15,88.1291,C1,1,18,18,0,1,96.69624,4.19303905512,0.275,True,16,1,0,O,O=C(N)C(C)C
O=C(C=C(C)C)C,[H][O+]=C(C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,109.74578,-0.863,-0.095,0.104,0.875,-15.337,-5.96,-15.337,-5.96,-15.337,-5.96,9.376999999999999,open_shell,15.337352,151.74,142.45,99.1523,C1,1,20,20,0,1,109.74578,4.75890625814,0.897,True,18,1,0,O,O=C(C=C(C)C)C
O=C(N(C)C)C(F)F,[H][O+]=C(N(C([H])([H])[H])C([H])([H])[H])C([H])(F)F,0,O,protonated,results_chunk_4_of_10,26.86786,-1.997,3.161,0.011,3.739,-15.938,-5.726,-15.938,-5.726,-15.938,-5.726,10.212,open_shell,15.937925,146.8,140.2,124.1101,C1,1,24,24,0,1,26.86786,1.16507101318,0.716,True,16,1,0,O,O=C(N(C)C)C(F)F
O=C(C=1C=CC=CC1)CC,[H][O+]=C(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,140.73044,-0.64,-1.011,0.232,1.219,-14.452,-6.191,-14.452,-6.191,-14.452,-6.191,8.261,open_shell,14.451887,177.49,177.8,135.1853,C1,1,26,26,0,1,140.73044,6.10249406972,1.34,True,21,1,0,O,O=C(C=1C=CC=CC1)CC
O=C(C=1C=CC=C(SC)C1)C,[H][O+]=C(c1c([H])c([H])c([H])c(SC([H])([H])[H])c1[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,143.82224,5.281,-1.236,0.517,5.449,-11.777,-6.149,-11.777,-6.149,-11.777,-6.149,5.627999999999999,open_shell,11.777088,202.35,206.12,167.2453,Cs,1,29,29,0,1,143.82224,6.236563793119999,1.779,True,22,1,0,O,O=C(C=1C=CC=C(SC)C1)C
O=C(N)C1=CC=C(F)C=C1,[H][O+]=C(c1c([H])c([H])c(F)c([H])c1[H])N([H])[H],0,O,protonated,results_chunk_4_of_10,96.93598,9.873,-2.323,0.911,10.183,-14.28,-5.802,-14.28,-5.802,-14.28,-5.802,8.478,open_shell,14.2802,165.13,160.52,140.1368,C1,1,26,26,0,1,96.93598,4.20343490074,0.602,True,17,1,0,O,O=C(N)C1=CC=C(F)C=C1
O=C(N)C1=CC=C(F)C=C1,[H]c1c([H])c(C(=O)[N+]([H])([H])[H])c([H])c([H])c1F,2,N,protonated,results_chunk_4_of_10,100.86422,9.124,3.669,1.669,9.975,-14.336,-5.517,-14.336,-5.517,-14.336,-5.517,8.818999999999999,open_shell,14.336095,166.05,161.81,140.1368,C1,1,26,26,0,1,100.86422,4.37377517186,0.592,True,17,1,2,N,O=C(N)C1=CC=C(F)C=C1
O=C(N)C=C,[H][O+]=C(C([H])=C([H])[H])N([H])[H],0,O,protonated,results_chunk_4_of_10,134.14389,-3.009,0.846,-0.521,3.169,-15.948,-5.949,-15.948,-5.949,-15.948,-5.949,9.999,open_shell,15.948337,112.97,96.88,72.0865,Cs,1,14,14,0,1,134.14389,5.81688150207,0.121,True,11,1,0,O,O=C(N)C=C
O=C(N)C1=CC=C(Cl)C=C1,[H][O+]=C(c1c([H])c([H])c(Cl)c([H])c1[H])N([H])[H],0,O,protonated,results_chunk_4_of_10,135.03794,-11.656,-2.58,0.889,11.971,-13.618,-5.791,-13.618,-5.791,-13.618,-5.791,7.827,open_shell,13.618405,176.35,174.18,156.5914,C1,1,26,26,0,1,135.03794,5.85565019222,0.813,True,17,1,0,O,O=C(N)C1=CC=C(Cl)C=C1
O=C(N)CC,[H]C([H])([H])C([H])([H])C(=O)[N+]([H])([H])[H],2,N,protonated,results_chunk_4_of_10,108.18521,4.424,-1.893,4.277,6.439,-16.793,-5.097,-16.793,-5.097,-16.793,-5.097,11.695999999999998,open_shell,16.793402,118.55,103.61,74.1023,Cs,1,15,15,0,1,108.18521,4.69123526123,0.151,True,13,1,2,N,O=C(N)CC
O=C(NOC)C,[H]C([H])([H])O[N+]([H])([H])C(=O)C([H])([H])[H],2,N,protonated,results_chunk_4_of_10,104.71566,2.215,-1.824,-1.054,3.057,-16.216,-5.471,-16.216,-5.471,-16.216,-5.471,10.745000000000001,open_shell,16.216004,131.57,116.46,90.1017,C1,1,18,18,0,1,104.71566,4.54078516458,0.091,True,14,1,2,N,O=C(NOC)C
O=C(N)C=1C=CC=C(F)C1,[H][O+]=C(c1c([H])c([H])c([H])c(F)c1[H])N([H])[H],0,O,protonated,results_chunk_4_of_10,98.72906,8.754,-1.523,-1.545,9.018,-14.048,-5.872,-14.048,-5.872,-14.048,-5.872,8.176,open_shell,14.047752,165.17,160.54,140.1368,C1,1,26,26,0,1,98.72906,4.2811882287800005,0.545,True,17,1,0,O,O=C(N)C=1C=CC=C(F)C1
O=C(N)C=1C=CC=C(Cl)C1,[H][O+]=C(c1c([H])c([H])c([H])c(Cl)c1[H])N([H])[H],0,O,protonated,results_chunk_4_of_10,135.98374,-10.248,1.638,0.63,10.398,-13.499,-5.824,-13.499,-5.824,-13.499,-5.824,7.675000000000001,open_shell,13.499126,176.84,174.53,156.5914,C1,1,26,26,0,1,135.98374,5.8966629176200005,0.728,True,17,1,0,O,O=C(N)C=1C=CC=C(Cl)C1
O=C(N)C1=CC=C(Cl)C=C1,[H]c1c([H])c(C(=O)[N+]([H])([H])[H])c([H])c([H])c1Cl,2,N,protonated,results_chunk_4_of_10,140.39558,10.846,1.244,3.817,11.565,-13.656,-5.507,-13.656,-5.507,-13.656,-5.507,8.149000000000001,open_shell,13.656316,177.48,175.39,156.5914,C1,1,26,26,0,1,140.39558,6.08797353554,1.0,True,17,1,2,N,O=C(N)C1=CC=C(Cl)C=C1
O=C(N)CC,[H][O+]=C(N([H])[H])C([H])([H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,103.9456,2.882,2.041,-0.587,3.58,-16.897,-5.548,-16.897,-5.548,-16.897,-5.548,11.348999999999998,open_shell,16.897395,116.71,102.15,74.1023,Cs,1,15,15,0,1,103.9456,4.5073930527999995,0.346,True,13,1,0,O,O=C(N)CC
O=C(N)C=1C=CC=C(F)C1,[H]c1c([H])c(F)c([H])c(C(=O)[N+]([H])([H])[H])c1[H],2,N,protonated,results_chunk_4_of_10,102.85332,8.355,6.253,-1.237,10.509,-14.131,-5.568,-14.131,-5.568,-14.131,-5.568,8.563,open_shell,14.130771,166.36,161.9,140.1368,C1,1,26,26,0,1,102.85332,4.460028515159999,0.626,True,17,1,2,N,O=C(N)C=1C=CC=C(F)C1
O=C(N)C1=CC=C(C=C1)C(F)(F)F,[H][O+]=C(c1c([H])c([H])c(C(F)(F)F)c([H])c1[H])N([H])[H],0,O,protonated,results_chunk_4_of_10,-11.80227,-14.657,0.377,-0.891,14.689,-14.618,-5.885,-14.618,-5.885,-14.618,-5.885,8.733,open_shell,14.618465,197.38,199.64,190.1446,C1,1,35,35,0,1,-11.80227,-0.51178183401,1.358,True,20,1,0,O,O=C(N)C1=CC=C(C=C1)C(F)(F)F
O=C(N)C=1C=CC=C(Cl)C1,[H]c1c([H])c(Cl)c([H])c(C(=O)[N+]([H])([H])[H])c1[H],2,N,protonated,results_chunk_4_of_10,141.46853,9.984,6.832,-0.631,12.114,-13.505,-5.492,-13.505,-5.492,-13.505,-5.492,8.013000000000002,open_shell,13.505159,177.88,175.76,156.5914,C1,1,26,26,0,1,141.46853,6.13449986639,0.969,True,17,1,2,N,O=C(N)C=1C=CC=C(Cl)C1
O=C(NOC)C,[H]N(C(=O)C([H])([H])[H])[O+]([H])C([H])([H])[H],3,O,protonated,results_chunk_4_of_10,100.80776,0.412,1.874,-0.173,1.927,-15.819,-5.408,-15.819,-5.408,-15.819,-5.408,10.411000000000001,open_shell,15.819456,130.29,115.37,90.1017,C1,1,18,18,0,1,100.80776,4.37132689688,0.429,True,14,1,3,O,O=C(NOC)C
O=C(NOC)C,[H][O+]=C(N([H])OC([H])([H])[H])C([H])([H])[H],0,O,protonated,results_chunk_4_of_10,103.73929,3.271,-1.247,1.608,3.852,-15.438,-5.415,-15.438,-5.415,-15.438,-5.415,10.023,open_shell,15.437937,129.67,115.07,90.1017,C1,1,18,18,0,1,103.73929,4.49844683227,0.509,True,14,1,0,O,O=C(NOC)C
